cov_RPM,BRITE,sample,type,species
296.78,Degradation_of_flavonoids,SDBP3_FORAGER_allbrites,FORAGER,SD
3012.72,Degradation_of_flavonoids,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Development_and_regeneration,SBBP1_FORAGER_allbrites,FORAGER,SB
174.43,Development_and_regeneration,SBBP2_FORAGER_allbrites,FORAGER,SB
352.51,Development_and_regeneration,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Development_and_regeneration,SDBP4_FORAGER_allbrites,FORAGER,SD
733.19,Diabetic_cardiomyopathy,SBBP1_FORAGER_allbrites,FORAGER,SB
1546.67,Diabetic_cardiomyopathy,SBBP2_FORAGER_allbrites,FORAGER,SB
3707.64,Diabetic_cardiomyopathy,SDBP3_FORAGER_allbrites,FORAGER,SD
1934.71,Diabetic_cardiomyopathy,SDBP4_FORAGER_allbrites,FORAGER,SD
3691.01,Digestive_system,SBBP1_FORAGER_allbrites,FORAGER,SB
3592.41,Digestive_system,SBBP2_FORAGER_allbrites,FORAGER,SB
2107.69,Digestive_system,SDBP3_FORAGER_allbrites,FORAGER,SD
3471.98,Digestive_system,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Dilated_cardiomyopathy,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Dilated_cardiomyopathy,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Dilated_cardiomyopathy,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Dilated_cardiomyopathy,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Dioxin_degradation,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Dioxin_degradation,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Dioxin_degradation,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Dioxin_degradation,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Diterpenoid_biosynthesis,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Diterpenoid_biosynthesis,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Diterpenoid_biosynthesis,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Diterpenoid_biosynthesis,SDBP4_FORAGER_allbrites,FORAGER,SD
27216.5,DNA_repair_and_recombination_proteins,SBBP1_FORAGER_allbrites,FORAGER,SB
30592.45,DNA_repair_and_recombination_proteins,SBBP2_FORAGER_allbrites,FORAGER,SB
36098.76,DNA_repair_and_recombination_proteins,SDBP3_FORAGER_allbrites,FORAGER,SD
27661.64,DNA_repair_and_recombination_proteins,SDBP4_FORAGER_allbrites,FORAGER,SD
8028.24,DNA_replication,SBBP1_FORAGER_allbrites,FORAGER,SB
6880.22,DNA_replication,SBBP2_FORAGER_allbrites,FORAGER,SB
9912.76,DNA_replication,SDBP3_FORAGER_allbrites,FORAGER,SD
6867.15,DNA_replication,SDBP4_FORAGER_allbrites,FORAGER,SD
12694.01,DNA_replication_proteins,SBBP1_FORAGER_allbrites,FORAGER,SB
11410.86,DNA_replication_proteins,SBBP2_FORAGER_allbrites,FORAGER,SB
15881.7,DNA_replication_proteins,SDBP3_FORAGER_allbrites,FORAGER,SD
10855.27,DNA_replication_proteins,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Dopaminergic_synapse,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Dopaminergic_synapse,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Dopaminergic_synapse,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Dopaminergic_synapse,SDBP4_FORAGER_allbrites,FORAGER,SD
1236.75,Drug_metabolism_-_cytochrome_P450,SBBP1_FORAGER_allbrites,FORAGER,SB
1173.63,Drug_metabolism_-_cytochrome_P450,SBBP2_FORAGER_allbrites,FORAGER,SB
865.77,Drug_metabolism_-_cytochrome_P450,SDBP3_FORAGER_allbrites,FORAGER,SD
1517.87,Drug_metabolism_-_cytochrome_P450,SDBP4_FORAGER_allbrites,FORAGER,SD
3325.86,Drug_metabolism_-_other_enzymes,SBBP1_FORAGER_allbrites,FORAGER,SB
3089.6,Drug_metabolism_-_other_enzymes,SBBP2_FORAGER_allbrites,FORAGER,SB
4318.74,Drug_metabolism_-_other_enzymes,SDBP3_FORAGER_allbrites,FORAGER,SD
3517.1,Drug_metabolism_-_other_enzymes,SDBP4_FORAGER_allbrites,FORAGER,SD
9270.35,Drug_resistance:_antimicrobial,SBBP1_FORAGER_allbrites,FORAGER,SB
10816.71,Drug_resistance:_antimicrobial,SBBP2_FORAGER_allbrites,FORAGER,SB
11186.46,Drug_resistance:_antimicrobial,SDBP3_FORAGER_allbrites,FORAGER,SD
9065.6,Drug_resistance:_antimicrobial,SDBP4_FORAGER_allbrites,FORAGER,SD
2559.72,Drug_resistance:_antineoplastic,SBBP1_FORAGER_allbrites,FORAGER,SB
2504.82,Drug_resistance:_antineoplastic,SBBP2_FORAGER_allbrites,FORAGER,SB
326.31,Drug_resistance:_antineoplastic,SDBP3_FORAGER_allbrites,FORAGER,SD
2665.88,Drug_resistance:_antineoplastic,SDBP4_FORAGER_allbrites,FORAGER,SD
0,ECM-receptor_interaction,SBBP1_FORAGER_allbrites,FORAGER,SB
0,ECM-receptor_interaction,SBBP2_FORAGER_allbrites,FORAGER,SB
0,ECM-receptor_interaction,SDBP3_FORAGER_allbrites,FORAGER,SD
0,ECM-receptor_interaction,SDBP4_FORAGER_allbrites,FORAGER,SD
130.38,Efferocytosis,SBBP1_FORAGER_allbrites,FORAGER,SB
105.09,Efferocytosis,SBBP2_FORAGER_allbrites,FORAGER,SB
22.09,Efferocytosis,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Efferocytosis,SDBP4_FORAGER_allbrites,FORAGER,SD
1005.22,Endocrine_and_metabolic_disease,SBBP1_FORAGER_allbrites,FORAGER,SB
1281.43,Endocrine_and_metabolic_disease,SBBP2_FORAGER_allbrites,FORAGER,SB
1482.7,Endocrine_and_metabolic_disease,SDBP3_FORAGER_allbrites,FORAGER,SD
1667.94,Endocrine_and_metabolic_disease,SDBP4_FORAGER_allbrites,FORAGER,SD
3629.41,Endocrine_system,SBBP1_FORAGER_allbrites,FORAGER,SB
4388.6,Endocrine_system,SBBP2_FORAGER_allbrites,FORAGER,SB
4395.33,Endocrine_system,SDBP3_FORAGER_allbrites,FORAGER,SD
4794.47,Endocrine_system,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Endocytosis,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Endocytosis,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Endocytosis,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Endocytosis,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Endometrial_cancer,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Endometrial_cancer,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Endometrial_cancer,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Endometrial_cancer,SDBP4_FORAGER_allbrites,FORAGER,SD
16750.25,Energy_metabolism,SBBP1_FORAGER_allbrites,FORAGER,SB
26580.08,Energy_metabolism,SBBP2_FORAGER_allbrites,FORAGER,SB
20856.9,Energy_metabolism,SDBP3_FORAGER_allbrites,FORAGER,SD
22277.25,Energy_metabolism,SDBP4_FORAGER_allbrites,FORAGER,SD
568.73,Environmental_adaptation,SBBP1_FORAGER_allbrites,FORAGER,SB
1857.86,Environmental_adaptation,SBBP2_FORAGER_allbrites,FORAGER,SB
587.51,Environmental_adaptation,SDBP3_FORAGER_allbrites,FORAGER,SD
1499.95,Environmental_adaptation,SDBP4_FORAGER_allbrites,FORAGER,SD
66998.21,Environmental_Information_Processing,SBBP1_FORAGER_allbrites,FORAGER,SB
69284.59,Environmental_Information_Processing,SBBP2_FORAGER_allbrites,FORAGER,SB
39735.22,Environmental_Information_Processing,SDBP3_FORAGER_allbrites,FORAGER,SD
56139.07,Environmental_Information_Processing,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,SBBP1_FORAGER_allbrites,FORAGER,SB
171.6,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,SBBP2_FORAGER_allbrites,FORAGER,SB
42.81,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Epstein-Barr_virus_infection,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Epstein-Barr_virus_infection,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Epstein-Barr_virus_infection,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Epstein-Barr_virus_infection,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Estrogen_signaling_pathway,SBBP1_FORAGER_allbrites,FORAGER,SB
97.37,Estrogen_signaling_pathway,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Estrogen_signaling_pathway,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Estrogen_signaling_pathway,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Ether_lipid_metabolism,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Ether_lipid_metabolism,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Ether_lipid_metabolism,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Ether_lipid_metabolism,SDBP4_FORAGER_allbrites,FORAGER,SD
261.78,Ethylbenzene_degradation,SBBP1_FORAGER_allbrites,FORAGER,SB
158.09,Ethylbenzene_degradation,SBBP2_FORAGER_allbrites,FORAGER,SB
23.41,Ethylbenzene_degradation,SDBP3_FORAGER_allbrites,FORAGER,SD
308.28,Ethylbenzene_degradation,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Excretory_system,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Excretory_system,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Excretory_system,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Excretory_system,SDBP4_FORAGER_allbrites,FORAGER,SD
608.59,Exopolysaccharide_biosynthesis,SBBP1_FORAGER_allbrites,FORAGER,SB
834.43,Exopolysaccharide_biosynthesis,SBBP2_FORAGER_allbrites,FORAGER,SB
575.53,Exopolysaccharide_biosynthesis,SDBP3_FORAGER_allbrites,FORAGER,SD
381.63,Exopolysaccharide_biosynthesis,SDBP4_FORAGER_allbrites,FORAGER,SD
10923.95,Exosome,SBBP1_FORAGER_allbrites,FORAGER,SB
12546.05,Exosome,SBBP2_FORAGER_allbrites,FORAGER,SB
11319.17,Exosome,SDBP3_FORAGER_allbrites,FORAGER,SD
13946.08,Exosome,SDBP4_FORAGER_allbrites,FORAGER,SD
1002.68,Fat_digestion_and_absorption,SBBP1_FORAGER_allbrites,FORAGER,SB
505.16,Fat_digestion_and_absorption,SBBP2_FORAGER_allbrites,FORAGER,SB
444.15,Fat_digestion_and_absorption,SDBP3_FORAGER_allbrites,FORAGER,SD
308.28,Fat_digestion_and_absorption,SDBP4_FORAGER_allbrites,FORAGER,SD
1690.24,Fatty_acid_biosynthesis,SBBP1_FORAGER_allbrites,FORAGER,SB
4172.46,Fatty_acid_biosynthesis,SBBP2_FORAGER_allbrites,FORAGER,SB
7076.02,Fatty_acid_biosynthesis,SDBP3_FORAGER_allbrites,FORAGER,SD
4624.11,Fatty_acid_biosynthesis,SDBP4_FORAGER_allbrites,FORAGER,SD
2266.59,Fatty_acid_degradation,SBBP1_FORAGER_allbrites,FORAGER,SB
2413.07,Fatty_acid_degradation,SBBP2_FORAGER_allbrites,FORAGER,SB
1166.89,Fatty_acid_degradation,SDBP3_FORAGER_allbrites,FORAGER,SD
3351.91,Fatty_acid_degradation,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Fatty_acid_elongation,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Fatty_acid_elongation,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Fatty_acid_elongation,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Fatty_acid_elongation,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Fc_gamma_R-mediated_phagocytosis,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Fc_gamma_R-mediated_phagocytosis,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Fc_gamma_R-mediated_phagocytosis,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Fc_gamma_R-mediated_phagocytosis,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Ferroptosis,SBBP1_FORAGER_allbrites,FORAGER,SB
480.26,Ferroptosis,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Ferroptosis,SDBP3_FORAGER_allbrites,FORAGER,SD
857.01,Ferroptosis,SDBP4_FORAGER_allbrites,FORAGER,SD
598.37,Flagellar_assembly,SBBP1_FORAGER_allbrites,FORAGER,SB
5977.08,Flagellar_assembly,SBBP2_FORAGER_allbrites,FORAGER,SB
547.1,Flagellar_assembly,SDBP3_FORAGER_allbrites,FORAGER,SD
959.07,Flagellar_assembly,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Flavonoid_biosynthesis,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Flavonoid_biosynthesis,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Flavonoid_biosynthesis,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Flavonoid_biosynthesis,SDBP4_FORAGER_allbrites,FORAGER,SD
1346,Fluid_shear_stress_and_atherosclerosis,SBBP1_FORAGER_allbrites,FORAGER,SB
1518.86,Fluid_shear_stress_and_atherosclerosis,SBBP2_FORAGER_allbrites,FORAGER,SB
1566.88,Fluid_shear_stress_and_atherosclerosis,SDBP3_FORAGER_allbrites,FORAGER,SD
1332.62,Fluid_shear_stress_and_atherosclerosis,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Fluorobenzoate_degradation,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Fluorobenzoate_degradation,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Fluorobenzoate_degradation,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Fluorobenzoate_degradation,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Focal_adhesion,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Focal_adhesion,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Focal_adhesion,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Focal_adhesion,SDBP4_FORAGER_allbrites,FORAGER,SD
943.67,Folate_biosynthesis,SBBP1_FORAGER_allbrites,FORAGER,SB
2973.77,Folate_biosynthesis,SBBP2_FORAGER_allbrites,FORAGER,SB
385.61,Folate_biosynthesis,SDBP3_FORAGER_allbrites,FORAGER,SD
1671.54,Folate_biosynthesis,SDBP4_FORAGER_allbrites,FORAGER,SD
1281.02,Folate_transport_and_metabolism,SBBP1_FORAGER_allbrites,FORAGER,SB
1641.03,Folate_transport_and_metabolism,SBBP2_FORAGER_allbrites,FORAGER,SB
1295.4,Folate_transport_and_metabolism,SDBP3_FORAGER_allbrites,FORAGER,SD
1350.54,Folate_transport_and_metabolism,SDBP4_FORAGER_allbrites,FORAGER,SD
12966.84,"Folding,_sorting_and_degradation",SBBP1_FORAGER_allbrites,FORAGER,SB
12688.27,"Folding,_sorting_and_degradation",SBBP2_FORAGER_allbrites,FORAGER,SB
15325.1,"Folding,_sorting_and_degradation",SDBP3_FORAGER_allbrites,FORAGER,SD
11217.49,"Folding,_sorting_and_degradation",SDBP4_FORAGER_allbrites,FORAGER,SD
0,FoxO_signaling_pathway,SBBP1_FORAGER_allbrites,FORAGER,SB
111.98,FoxO_signaling_pathway,SBBP2_FORAGER_allbrites,FORAGER,SB
52.67,FoxO_signaling_pathway,SDBP3_FORAGER_allbrites,FORAGER,SD
484.95,FoxO_signaling_pathway,SDBP4_FORAGER_allbrites,FORAGER,SD
9988.29,Fructose_and_mannose_metabolism,SBBP1_FORAGER_allbrites,FORAGER,SB
9016.94,Fructose_and_mannose_metabolism,SBBP2_FORAGER_allbrites,FORAGER,SB
3759.78,Fructose_and_mannose_metabolism,SDBP3_FORAGER_allbrites,FORAGER,SD
5356.29,Fructose_and_mannose_metabolism,SDBP4_FORAGER_allbrites,FORAGER,SD
0,G_protein-coupled_receptors,SBBP1_FORAGER_allbrites,FORAGER,SB
0,G_protein-coupled_receptors,SBBP2_FORAGER_allbrites,FORAGER,SB
0,G_protein-coupled_receptors,SDBP3_FORAGER_allbrites,FORAGER,SD
0,G_protein-coupled_receptors,SDBP4_FORAGER_allbrites,FORAGER,SD
434.17,GABAergic_synapse,SBBP1_FORAGER_allbrites,FORAGER,SB
376.91,GABAergic_synapse,SBBP2_FORAGER_allbrites,FORAGER,SB
1253.24,GABAergic_synapse,SDBP3_FORAGER_allbrites,FORAGER,SD
725.13,GABAergic_synapse,SDBP4_FORAGER_allbrites,FORAGER,SD
7130.68,Galactose_metabolism,SBBP1_FORAGER_allbrites,FORAGER,SB
6903.84,Galactose_metabolism,SBBP2_FORAGER_allbrites,FORAGER,SB
6012.16,Galactose_metabolism,SDBP3_FORAGER_allbrites,FORAGER,SD
9592.19,Galactose_metabolism,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Gap_junction,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Gap_junction,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Gap_junction,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Gap_junction,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Gastric_acid_secretion,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Gastric_acid_secretion,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Gastric_acid_secretion,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Gastric_acid_secretion,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Gastric_cancer,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Gastric_cancer,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Gastric_cancer,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Gastric_cancer,SDBP4_FORAGER_allbrites,FORAGER,SD
66638.03,Genetic_Information_Processing,SBBP1_FORAGER_allbrites,FORAGER,SB
68281.76,Genetic_Information_Processing,SBBP2_FORAGER_allbrites,FORAGER,SB
86384.48,Genetic_Information_Processing,SDBP3_FORAGER_allbrites,FORAGER,SD
65738.75,Genetic_Information_Processing,SDBP4_FORAGER_allbrites,FORAGER,SD
1781.7,Glucagon_signaling_pathway,SBBP1_FORAGER_allbrites,FORAGER,SB
2241.2,Glucagon_signaling_pathway,SBBP2_FORAGER_allbrites,FORAGER,SB
2025.82,Glucagon_signaling_pathway,SDBP3_FORAGER_allbrites,FORAGER,SD
3105.83,Glucagon_signaling_pathway,SDBP4_FORAGER_allbrites,FORAGER,SD
266.19,Glucosinolate_biosynthesis,SBBP1_FORAGER_allbrites,FORAGER,SB
524.45,Glucosinolate_biosynthesis,SBBP2_FORAGER_allbrites,FORAGER,SB
360.27,Glucosinolate_biosynthesis,SDBP3_FORAGER_allbrites,FORAGER,SD
888.57,Glucosinolate_biosynthesis,SDBP4_FORAGER_allbrites,FORAGER,SD
434.17,Glutamatergic_synapse,SBBP1_FORAGER_allbrites,FORAGER,SB
376.91,Glutamatergic_synapse,SBBP2_FORAGER_allbrites,FORAGER,SB
1253.24,Glutamatergic_synapse,SDBP3_FORAGER_allbrites,FORAGER,SD
725.13,Glutamatergic_synapse,SDBP4_FORAGER_allbrites,FORAGER,SD
2401.17,Glutathione_metabolism,SBBP1_FORAGER_allbrites,FORAGER,SB
3132.08,Glutathione_metabolism,SBBP2_FORAGER_allbrites,FORAGER,SB
3789.1,Glutathione_metabolism,SDBP3_FORAGER_allbrites,FORAGER,SD
2524.5,Glutathione_metabolism,SDBP4_FORAGER_allbrites,FORAGER,SD
21469.78,Glycan_biosynthesis_and_metabolism,SBBP1_FORAGER_allbrites,FORAGER,SB
21488.5,Glycan_biosynthesis_and_metabolism,SBBP2_FORAGER_allbrites,FORAGER,SB
23301.71,Glycan_biosynthesis_and_metabolism,SDBP3_FORAGER_allbrites,FORAGER,SD
17520.63,Glycan_biosynthesis_and_metabolism,SDBP4_FORAGER_allbrites,FORAGER,SD
3824.92,Glycerolipid_metabolism,SBBP1_FORAGER_allbrites,FORAGER,SB
3186.74,Glycerolipid_metabolism,SBBP2_FORAGER_allbrites,FORAGER,SB
4758.54,Glycerolipid_metabolism,SDBP3_FORAGER_allbrites,FORAGER,SD
2282.41,Glycerolipid_metabolism,SDBP4_FORAGER_allbrites,FORAGER,SD
4871.91,Glycerophospholipid_metabolism,SBBP1_FORAGER_allbrites,FORAGER,SB
4484.98,Glycerophospholipid_metabolism,SBBP2_FORAGER_allbrites,FORAGER,SB
5438.75,Glycerophospholipid_metabolism,SDBP3_FORAGER_allbrites,FORAGER,SD
4991.47,Glycerophospholipid_metabolism,SDBP4_FORAGER_allbrites,FORAGER,SD
5185.05,"Glycine,_serine_and_threonine_metabolism",SBBP1_FORAGER_allbrites,FORAGER,SB
5715.27,"Glycine,_serine_and_threonine_metabolism",SBBP2_FORAGER_allbrites,FORAGER,SB
4119.76,"Glycine,_serine_and_threonine_metabolism",SDBP3_FORAGER_allbrites,FORAGER,SD
7558.92,"Glycine,_serine_and_threonine_metabolism",SDBP4_FORAGER_allbrites,FORAGER,SD
6755.74,Glycolysis_/_Gluconeogenesis,SBBP1_FORAGER_allbrites,FORAGER,SB
8781.63,Glycolysis_/_Gluconeogenesis,SBBP2_FORAGER_allbrites,FORAGER,SB
8082.47,Glycolysis_/_Gluconeogenesis,SDBP3_FORAGER_allbrites,FORAGER,SD
10838.89,Glycolysis_/_Gluconeogenesis,SDBP4_FORAGER_allbrites,FORAGER,SD
520.52,Glycosaminoglycan_binding_proteins,SBBP1_FORAGER_allbrites,FORAGER,SB
665.53,Glycosaminoglycan_binding_proteins,SBBP2_FORAGER_allbrites,FORAGER,SB
44.02,Glycosaminoglycan_binding_proteins,SDBP3_FORAGER_allbrites,FORAGER,SD
363.81,Glycosaminoglycan_binding_proteins,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Glycosaminoglycan_biosynthesis_-_keratan_sulfate,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Glycosaminoglycan_biosynthesis_-_keratan_sulfate,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Glycosaminoglycan_biosynthesis_-_keratan_sulfate,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Glycosaminoglycan_biosynthesis_-_keratan_sulfate,SDBP4_FORAGER_allbrites,FORAGER,SD
592.01,Glycosaminoglycan_degradation,SBBP1_FORAGER_allbrites,FORAGER,SB
356.74,Glycosaminoglycan_degradation,SBBP2_FORAGER_allbrites,FORAGER,SB
301.15,Glycosaminoglycan_degradation,SDBP3_FORAGER_allbrites,FORAGER,SD
710.17,Glycosaminoglycan_degradation,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Glycosphingolipid_biosynthesis_-_ganglio_series,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Glycosphingolipid_biosynthesis_-_ganglio_series,SBBP2_FORAGER_allbrites,FORAGER,SB
111.42,Glycosphingolipid_biosynthesis_-_ganglio_series,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Glycosphingolipid_biosynthesis_-_ganglio_series,SDBP4_FORAGER_allbrites,FORAGER,SD
530.67,Glycosphingolipid_biosynthesis_-_globo_and_isoglobo_series,SBBP1_FORAGER_allbrites,FORAGER,SB
380.68,Glycosphingolipid_biosynthesis_-_globo_and_isoglobo_series,SBBP2_FORAGER_allbrites,FORAGER,SB
132.36,Glycosphingolipid_biosynthesis_-_globo_and_isoglobo_series,SDBP3_FORAGER_allbrites,FORAGER,SD
1113.38,Glycosphingolipid_biosynthesis_-_globo_and_isoglobo_series,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Glycosphingolipid_biosynthesis_-_lacto_and_neolacto_series,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Glycosphingolipid_biosynthesis_-_lacto_and_neolacto_series,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Glycosphingolipid_biosynthesis_-_lacto_and_neolacto_series,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Glycosphingolipid_biosynthesis_-_lacto_and_neolacto_series,SDBP4_FORAGER_allbrites,FORAGER,SD
231.81,Glycosylphosphatidylinositol_(GPI)-anchored_proteins,SBBP1_FORAGER_allbrites,FORAGER,SB
295.27,Glycosylphosphatidylinositol_(GPI)-anchored_proteins,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Glycosylphosphatidylinositol_(GPI)-anchored_proteins,SDBP3_FORAGER_allbrites,FORAGER,SD
363.81,Glycosylphosphatidylinositol_(GPI)-anchored_proteins,SDBP4_FORAGER_allbrites,FORAGER,SD
3024.95,Glycosyltransferases,SBBP1_FORAGER_allbrites,FORAGER,SB
2355.06,Glycosyltransferases,SBBP2_FORAGER_allbrites,FORAGER,SB
6918.87,Glycosyltransferases,SDBP3_FORAGER_allbrites,FORAGER,SD
978.9,Glycosyltransferases,SDBP4_FORAGER_allbrites,FORAGER,SD
3735.96,Glyoxylate_and_dicarboxylate_metabolism,SBBP1_FORAGER_allbrites,FORAGER,SB
4900.58,Glyoxylate_and_dicarboxylate_metabolism,SBBP2_FORAGER_allbrites,FORAGER,SB
2491.13,Glyoxylate_and_dicarboxylate_metabolism,SDBP3_FORAGER_allbrites,FORAGER,SD
6439.95,Glyoxylate_and_dicarboxylate_metabolism,SDBP4_FORAGER_allbrites,FORAGER,SD
0,"Growth_hormone_synthesis,_secretion_and_action",SBBP1_FORAGER_allbrites,FORAGER,SB
0,"Growth_hormone_synthesis,_secretion_and_action",SBBP2_FORAGER_allbrites,FORAGER,SB
0,"Growth_hormone_synthesis,_secretion_and_action",SDBP3_FORAGER_allbrites,FORAGER,SD
0,"Growth_hormone_synthesis,_secretion_and_action",SDBP4_FORAGER_allbrites,FORAGER,SD
0,GTP-binding_proteins,SBBP1_FORAGER_allbrites,FORAGER,SB
0,GTP-binding_proteins,SBBP2_FORAGER_allbrites,FORAGER,SB
0,GTP-binding_proteins,SDBP3_FORAGER_allbrites,FORAGER,SD
0,GTP-binding_proteins,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Hematopoietic_cell_lineage,SBBP1_FORAGER_allbrites,FORAGER,SB
80.49,Hematopoietic_cell_lineage,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Hematopoietic_cell_lineage,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Hematopoietic_cell_lineage,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Hepatitis_B,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Hepatitis_B,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Hepatitis_B,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Hepatitis_B,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Hepatitis_C,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Hepatitis_C,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Hepatitis_C,SDBP3_FORAGER_allbrites,FORAGER,SD
0,Hepatitis_C,SDBP4_FORAGER_allbrites,FORAGER,SD
655.35,Hepatocellular_carcinoma,SBBP1_FORAGER_allbrites,FORAGER,SB
525.33,Hepatocellular_carcinoma,SBBP2_FORAGER_allbrites,FORAGER,SB
58.01,Hepatocellular_carcinoma,SDBP3_FORAGER_allbrites,FORAGER,SD
682.35,Hepatocellular_carcinoma,SDBP4_FORAGER_allbrites,FORAGER,SD
0,Herpes_simplex_virus_1_infection,SBBP1_FORAGER_allbrites,FORAGER,SB
0,Herpes_simplex_virus_1_infection,SBBP2_FORAGER_allbrites,FORAGER,SB
0,Herpes_simplex_virus_1_infection,SDBP3_FORAGER_allbrites,FORAGER,SD
